title,company,location,job_url,description,date_posted,job_type,is_remote,salary_min,salary_max,interval
Regional EHS Manager III,Amazon.com,"Saint Peters, MO, US",https://www.indeed.com/viewjob?jk=7d56528ba1c42911,"**DESCRIPTION**
---------------


Join Amazon’s mission to become Earth’s safest place to work! At Amazon, we’ve set the ambitious goal to become the benchmark of safety excellence across all industries in which we operate. Our Workplace Health \& Safety (WHS) team is at the forefront of this mission, creating environments where safety and efficiency work in perfect harmony. We're seeking a dynamic and innovative WHS Manager to help drive this mission forward. As our next WHS Manager, you'll be more than a safety professional – you'll be a catalyst for change, leading a comprehensive safety program that touches thousands of lives. Working at the intersection of operations and safety, you'll shape the future of workplace health while delivering real\-time solutions that protect our most valuable asset: our people.  

  

In this role, you'll serve as the site's safety pioneer, orchestrating our Global WHS Program with precision and passion. You'll partner with Operations leadership to weave safety into the fabric of our daily operations, using data\-driven insights to create innovative solutions that reduce risk and enhance productivity. Your ability to build trust, influence change, and drive results will be crucial as you lead comprehensive risk assessments and transform safety data into actionable strategies.  

Leadership is at the heart of this role. You'll build and develop a high\-performing team of WHS professionals, fostering a culture of continuous improvement and excellence.
  

  

Core Impact Areas:  

Safety Leadership \& Innovation \- Transform safety culture through leadership and innovative solutions. Drive continuous improvement initiatives that set new benchmarks in workplace safety. Leverage technology and data analytics to drive preventive safety measures that protect our associates while enhancing operational excellence. Develop leadership plans, communicate expectations, and drive initiatives to create a safe work environment. Measure performance against WHS policies, analyze metrics, and conduct site audits to address non\-compliance issues.
  

  

Strategic Partnership \& Influence \- Build partnerships with Operations leadership to integrate safety into every aspect of our business. Use compelling data analysis and risk insights to influence positive change and drive strategic decision\-making. Establish yourself as a trusted advisor who balances safety excellence with operational demands. Oversee recordkeeping, workplace organization, and WHS training programs.
  

  

This position requires the flexibility to travel 50\-70% of the time and work various shifts.  

  

Additional Job Elements include:
  

* Lift up to 49 pounds and frequently push, pull, squat, bend, and reach
* Stand/walk for up to 12 hours during shifts
* Work in an environment where the noise level varies
* Work in an environment that is subject to variable temperatures and weather (delivery stations include outside loading departments)
* Continuously climb and descend stairs (applies to sites with stairs)
* Maintain effective care delivery in emergencies and assist emergency response at the site

  

The role focuses on supporting sites and WHS staff across North American regions to drive safety excellence and ensure compliance. Key responsibilities include overseeing incident management and investigations, conducting business reviews and leadership meetings, managing staff development and training, monitoring safety assessments and compliance, overseeing emergency preparedness, and maintaining stakeholder relationships. The position emphasizes continuous improvement through regular site inspections, performance monitoring, and implementation of safety initiatives. Major themes throughout the tasks include safety oversight and compliance, people management, performance monitoring, incident prevention, stakeholder communication, and quality assurance.  

  

Those that do not have an adult First Aid, CPR, AED certification from the American Heart Association or American Red Cross must obtain within 3 weeks of start date.**BASIC QUALIFICATIONS**
------------------------

* Bachelor's degree
* 5\+ years of increasing responsibilities in EHS and/or environmental programs in manufacturing, production, or service operations
* 5\+ years of increasing responsibilities in people and performance management

**PREFERRED QUALIFICATIONS**
----------------------------

* Distribution Center or Manufacturing WHS experience with mix of exempt and non\-exempt employees at a site of at least 250 people
* Master’s degree
* Experience implementing lean principles and process improvement in an operational environment.
* Experience in a fast paced, dynamic organization.
* Certified Safety Professional
* Excellent written and verbal communication skills, including comfort interfacing with site leaders.
* Ability to develop and implement department goals and strategies.
* Strong analytical skills with demonstrated problem solving ability.

  

Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status.  

  

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\-we\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.  

The base salary range for this position is listed below. Your Amazon package will include sign\-on payments and restricted stock units (RSUs). Final compensation will be determined based on factors including experience, qualifications, and location. Amazon also offers comprehensive benefits including health insurance (medical, dental, vision, prescription, Basic Life \& AD\&D insurance and option for Supplemental life plans, EAP, Mental Health Support, Medical Advice Line, Flexible Spending Accounts, Adoption and Surrogacy Reimbursement coverage), 401(k) matching, paid time off, and parental leave. Learn more about our benefits at https://amazon.jobs/en/benefits.

  

USA, ID, Boise \- 94,200\.00 \- 141,400\.00 USD annually  

USA, KS, Bel Aire \- 94,200\.00 \- 141,400\.00 USD annually  

USA, MO, Blue Springs \- 94,200\.00 \- 141,400\.00 USD annually  

USA, MO, Hazelwood \- 94,200\.00 \- 141,400\.00 USD annually  

USA, MO, Riverside \- 94,200\.00 \- 141,400\.00 USD annually  

USA, MO, St. Peters \- 94,200\.00 \- 141,400\.00 USD annually  

USA, NE, Omaha \- 94,200\.00 \- 141,400\.00 USD annually  

USA, SD, North Sioux Falls \- 94,200\.00 \- 141,400\.00 USD annually",2026-04-15,fulltime,False,94200.0,141400.0,yearly
"Overnight Staff Pharmacist - St. Louis, MO/Sauget, IL, Amazon Pharmacy",Amazon Pharmacy,"Sauget, IL, US",https://www.indeed.com/viewjob?jk=a3bf739ca64da441,"**DESCRIPTION**
---------------


Innovation is at the core of what we do. We believe that by removing and reducing the barriers that prevent people from taking their medications, we can help customers conveniently get the medications they need, when they need them and take them as prescribed. We have provided customers with the ability to find transparent and simple pricing, receive 24/7 customer service support, and have their meds delivered to their doorsteps while creating programs and products that embody our mission and position ourselves in becoming the world’s safest and fastest online pharmacy.  

  

We are looking for a Pharmacist to join us on our journey to make it drastically easier for customers to find, choose, afford, and engage with the services, products, and professionals they need to get and stay healthy!  

  

This role will require hands\-on involvement in the operation, handling tasks ranging from dispensing medications to managing the entire process of prescription fulfillment, ensuring completion from initiation to the final stage. This includes, filling, verifying and packing orders for shipment, in addition to pharmacist verifications.
  

Role also involves:  

* Management and maintenance of customer profiles in PharmacyOS
* Initial prescription order processing and verification
* Prescription transfer coordination
* New prescription acquisition and processing
* Focus on system\-based verification and documentation

  

Available Shifts/Schedules:  

* Sunday\-Wednesday 10\-hour shifts, starts 6pm
* Wednesday \-Saturday 10\-hour shifts, starts 6pm
* Friday\-Monday 10\-hour shifts, starts 6pm
* Monday, Tuesday, Thursday, Friday, 10\-hour shifts, starts 6pm

  

\#everydaybetter  

  

Key job responsibilities  

* Verify medication quality assurance for all packet and bulk dispenses.
* Collaborate with other staff pharmacist to ensure all produced packet and bulk sets undergo a thorough quality


assurance check prior to shift end.  

* Collaborate with other staff pharmacist to ensure all production relative to new business lines undergoes a


thorough quality assurance check prior to shift end.  

* Complete ancillary housekeeping pharmacy tasks including checking returns, inputting medication rejects,


overseeing medication substitutions, and canister approval.  

* Answer clinical questions, provide clinical guidance
* Investigate errors and facilitate proper resolution and reporting.
* Collate and deliver pertinent pharmacy information to distribution team.
* Ensure compliance with all company procedures, Federal/State laws, rules and regulations.
* Collaborate with other members of the pharmacy team to maintain customer satisfaction.
**BASIC QUALIFICATIONS**
------------------------

* Bachelor of Science or PharmD Degree
* Active and unrestricted Pharmacist License in the state in which you are employed, and others upon request.


Additional licenses may be required if domicile state differs from state of employment  

* Knowledge of pharmacy laws, federal and state regulations concerning patient care
* Exemplary interpersonal communication skills including written and verbal communication.
* Ability to perform basic computer functions.
* Warehouse work, including the ability to lift 20lbs

**PREFERRED QUALIFICATIONS**
----------------------------

  

Experience in LTC or Retail Setting  

Excellent Communication skills  

  

Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status.  

  

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\-we\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.  

  

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $93,400/year in our lowest geographic market up to $161,000/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job\-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign\-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee\-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site.",2025-08-26,fulltime,False,93400.0,161000.0,yearly
"Overnight Staff Pharmacist - St. Louis, MO/Sauget, IL, Amazon Pharmacy",Amazon Pharmacy,"St. Louis, MO, US",https://www.indeed.com/viewjob?jk=1f33c37fca4fd869,"**DESCRIPTION**
---------------


Innovation is at the core of what we do. We believe that by removing and reducing the barriers that prevent people from taking their medications, we can help customers conveniently get the medications they need, when they need them and take them as prescribed. We have provided customers with the ability to find transparent and simple pricing, receive 24/7 customer service support, and have their meds delivered to their doorsteps while creating programs and products that embody our mission and position ourselves in becoming the world’s safest and fastest online pharmacy.  

  

We are looking for a Pharmacist to join us on our journey to make it drastically easier for customers to find, choose, afford, and engage with the services, products, and professionals they need to get and stay healthy!  

  

This role will require hands\-on involvement in the operation, handling tasks ranging from dispensing medications to managing the entire process of prescription fulfillment, ensuring completion from initiation to the final stage. This includes, filling, verifying and packing orders for shipment, in addition to pharmacist verifications.
  

Role also involves:  

* Management and maintenance of customer profiles in PharmacyOS
* Initial prescription order processing and verification
* Prescription transfer coordination
* New prescription acquisition and processing
* Focus on system\-based verification and documentation

  

Available Shifts/Schedules:  

* Sunday\-Wednesday 10\-hour shifts, starts 6pm
* Wednesday \-Saturday 10\-hour shifts, starts 6pm
* Friday\-Monday 10\-hour shifts, starts 6pm
* Monday, Tuesday, Thursday, Friday, 10\-hour shifts, starts 6pm

  

\#everydaybetter  

  

Key job responsibilities  

* Verify medication quality assurance for all packet and bulk dispenses.
* Collaborate with other staff pharmacist to ensure all produced packet and bulk sets undergo a thorough quality


assurance check prior to shift end.  

* Collaborate with other staff pharmacist to ensure all production relative to new business lines undergoes a


thorough quality assurance check prior to shift end.  

* Complete ancillary housekeeping pharmacy tasks including checking returns, inputting medication rejects,


overseeing medication substitutions, and canister approval.  

* Answer clinical questions, provide clinical guidance
* Investigate errors and facilitate proper resolution and reporting.
* Collate and deliver pertinent pharmacy information to distribution team.
* Ensure compliance with all company procedures, Federal/State laws, rules and regulations.
* Collaborate with other members of the pharmacy team to maintain customer satisfaction.
**BASIC QUALIFICATIONS**
------------------------

* Bachelor of Science or PharmD Degree
* Active and unrestricted Pharmacist License in the state in which you are employed, and others upon request.


Additional licenses may be required if domicile state differs from state of employment  

* Knowledge of pharmacy laws, federal and state regulations concerning patient care
* Exemplary interpersonal communication skills including written and verbal communication.
* Ability to perform basic computer functions.
* Warehouse work, including the ability to lift 20lbs

**PREFERRED QUALIFICATIONS**
----------------------------

  

Experience in LTC or Retail Setting  

Excellent Communication skills  

  

Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status.  

  

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\-we\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.  

  

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $93,400/year in our lowest geographic market up to $161,000/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job\-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign\-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee\-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site.",2025-08-26,fulltime,False,93400.0,161000.0,yearly
RN-,Lakeview Post Acute,"Florissant, MO",https://www.linkedin.com/jobs/view/4412541288,,2026-05-10,,False,,,
Distribution Sys Oper Supv II,Ameren,"St Louis, MO",https://www.linkedin.com/jobs/view/4343241267,,2026-05-09,,False,,,
Chief Inspector,AMETEK,"St Louis, MO",https://www.linkedin.com/jobs/view/4365142101,,2026-05-09,,False,,,
Director of Nursing,Cedarhurst Senior Living,"St Louis, MO",https://www.linkedin.com/jobs/view/4411919782,,2026-05-09,,False,,,
Project Manager II - Pharmacy Benefits,"NFP, an Aon company","Chesterfield, MO",https://www.linkedin.com/jobs/view/4381637687,,2026-05-09,,False,,,
EMS Student- June 2026 Class,American Medical Response,"Belleville, IL",https://www.linkedin.com/jobs/view/4371471556,,2026-05-09,,False,,,
Senior Supplier Quality/Performance Engineer,Emerson,"St Louis, MO",https://www.linkedin.com/jobs/view/4378847926,,2026-05-08,,False,,,
Summer 2026 Internship - Environmental Asbestos Technician,Intertek Building & Construction,"St Louis, MO",https://www.linkedin.com/jobs/view/4411757964,,2026-05-08,,False,,,
Building Enclosure Senior Project Manager,Intertek Building & Construction,"St Louis, MO",https://www.linkedin.com/jobs/view/4390273487,,2026-05-08,,False,,,
RS Inspector A&P,Gulfstream Aerospace,"St Louis, MO",https://www.linkedin.com/jobs/view/4403530271,,,,False,,,
RS Inspector A&P,Gulfstream Aerospace,"St Louis, MO",https://www.linkedin.com/jobs/view/4401570102,,,,False,,,
"Partnership Manager, Tax",BDO USA,"St Louis, MO",https://www.linkedin.com/jobs/view/4363266122,,,,False,,,
"Tax Manager, Core Tax Services",BDO USA,"St Louis, MO",https://www.linkedin.com/jobs/view/4363179629,,,,False,,,
"Software Engineer, Watch Software",Apple,"Boulder, CO, US",https://www.indeed.com/viewjob?jk=63039eb0fecaad9c,"Imagine what you could do here at Apple. Innovation runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

The people here at Apple don’t just build products \- they craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

Join the team that is revolutionizing the watch! As a software engineer on the Apple Watch team, you will be responsible for building extraordinary applications and frameworks. You’ll work closely with the UI design and QA teams to develop interactions of superior quality that will ship to millions of users.  

  

**Description**  

  

As a member of the team you will have many responsibilities relating to the design, development, and testing of the device software. These include:  

  

* We collaborate closely with the design team to open up the boundaries on human\-computer interactions.

  

* We craft solutions tailored to the constraints of the software and the hardware of a small, low power device.

  

* We work closely with the iOS Apps, iOS Frameworks and Hardware teams to craft robust and maintainable systems that will stand the test of time.

  

* We coordinate with the quality assurance teams to ensure full test coverage as well as to initiate focused testing on critical components.

  

**Preferred Qualifications**  

  

You are upbeat, adaptable, and results oriented with a positive attitude  

  

Fantastic attention to detail  

  

Excellent communication  

  

**Minimum Qualifications**  

  

BS CE/CS or equivalent experience required  

  

Proficient in Objective\-C and Swift  

  

Experience building high traffic system frameworks and related infrastructure  

  

You have experience optimizing applications and profiling throughout the stack  

  

Systems knowledge, hands\-on experience with inter\-process communication"",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $147,400 and $272,100, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,147400.0,272100.0,yearly
"Software Engineer, Watch Software",Apple,"Boulder, CO, US",https://www.indeed.com/viewjob?jk=ead53568bc69da1e,"Imagine what you could do here at Apple. Innovation runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

The people here at Apple don’t just build products \- they craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

Join the team that is revolutionizing the watch! As a software engineer on the Apple Watch team, you will be responsible for building extraordinary applications and frameworks. You’ll work closely with the UI design and QA teams to develop interactions of superior quality that will ship to millions of users.  

  

**Description**  

  

As a member of the team you will have many responsibilities relating to the design, development, and testing of the device software. These include:  

  

* We collaborate closely with the design team to open up the boundaries on human\-computer interactions.

  

* We craft solutions tailored to the constraints of the software and the hardware of a small, low power device.

  

* We work closely with the iOS Apps, iOS Frameworks and Hardware teams to craft robust and maintainable systems that will stand the test of time.

  

* We coordinate with the quality assurance teams to ensure full test coverage as well as to initiate focused testing on critical components.

  

**Preferred Qualifications**  

  

You are upbeat, adaptable, and results oriented with a positive attitude  

  

Fantastic attention to detail  

  

Excellent communication  

  

**Minimum Qualifications**  

  

BS CE/CS or equivalent experience required  

  

Proficient in Objective\-C and Swift  

  

Experience building high traffic system frameworks and related infrastructure  

  

You have experience optimizing applications and profiling throughout the stack  

  

Systems knowledge, hands\-on experience with inter\-process communication"",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $147,400 and $272,100, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,147400.0,272100.0,yearly
"Software Engineer, Watch Software",Apple,"Boulder, CO, US",https://www.indeed.com/viewjob?jk=af0eae8dd2827923,"Imagine what you could do here at Apple. Innovation runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

The people here at Apple don’t just build products \- they craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

Join the team that is revolutionizing the watch! As a software engineer on the Apple Watch team, you will be responsible for building extraordinary applications and frameworks. You’ll work closely with the UI design and QA teams to develop interactions of superior quality that will ship to millions of users.  

  

**Description**  

  

As a member of the team you will have many responsibilities relating to the design, development, and testing of the device software. These include:  

  

* We collaborate closely with the design team to open up the boundaries on human\-computer interactions.

  

* We craft solutions tailored to the constraints of the software and the hardware of a small, low power device.

  

* We work closely with the iOS Apps, iOS Frameworks and Hardware teams to craft robust and maintainable systems that will stand the test of time.

  

* We coordinate with the quality assurance teams to ensure full test coverage as well as to initiate focused testing on critical components.

  

**Preferred Qualifications**  

  

You are upbeat, adaptable, and results oriented with a positive attitude  

  

Fantastic attention to detail  

  

Excellent communication  

  

**Minimum Qualifications**  

  

BS CE/CS or equivalent experience required  

  

Proficient in Objective\-C and Swift  

  

Experience building high traffic system frameworks and related infrastructure  

  

You have experience optimizing applications and profiling throughout the stack  

  

Systems knowledge, hands\-on experience with inter\-process communication"",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $139,500 and $258,100, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,139500.0,258100.0,yearly
Manufacturing Quality Engineer,Apple,"Boulder, CO, US",https://www.indeed.com/viewjob?jk=7a00e59486b3e74e,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just create products \- they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

At Apple, a Mechanical Quality Engineer defines product cosmetic specifications and manufacturing quality control methods. In this highly visible role, you will have the opportunity to make a significant impact on Apple Products, and leave a footprint for years to come. We have an opportunity for an accomplished quality engineer to lead development, and ramp for a next generation Apple product. Our quality engineering team enables the mass creation of impossible products. We work in tandem with Apple's renowned designers to develop measurement technologies, control strategies, information systems, and manufacturing methods that achieve visionary specifications at massive production scale. We manage a network of supplier factories worldwide, with responsibility for our partners' delivery to aggressive schedules. Our focus is on elegant execution of extraordinary industrial designs, resulting in products that thrill our customers.  

  

**Description**  

  

In this highly visible role, you will have the opportunity to make a significant impact on Products and leave a footprint for years to come. We have an opportunity for an accomplished quality engineer to lead development, and ramp for a next generation product. Our quality engineering team enables the mass creation of impossible products as a partner in the development of renowned designs. Key responsibilities will include:  

  

Partner with multi\-functional teams to evaluate design and processes at the concept phase  

  

Develop measurement technologies, control strategies, information systems, and manufacturing methods that achieve ambitious specifications at massive production scale  

  

Develop and implement cutting edge quality inspection tools to evaluate cosmetic and dimensional part characteristics  

  

Compile and evaluate data to figure out appropriate limits and variables for process and part specifications  

  

Lead activities to balance unparalleled quality with scalable yields  

  

Work with internal and external groups to ensure that proper definition of quality expectations and that appropriate assurance techniques are used for the product  

  

Coordinate all Quality Engineering functions for a program, serving as project manager to lead efforts at supplier locations  

  

Establish audit procedures appropriate to program and supplier to ensure consistency to quality standards  

  

Evaluate and communicate yields of new and existing processes  

  

Drive corrective actions multi\-functionally with internal and external team members  

  

Present quality readiness, performance, and path to closure on challenges to cross functional and executive audiences  

  

Travel internationally to supplier sites \- 25%  

  

**Preferred Qualifications**  

  

Experience developing process quality plans, supplier quality audits, and driving corrective actions and failure analysis efforts.  

  

Working knowledge of mechanical quality and reliability concepts, supplier management, and general manufacturing operations.  

  

Experience with the development and evaluation of measurement systems  

  

Project management experience and an understanding of problem solving tools including design of experiments, root cause analysis and statistical analytical tools  

  

Experience with any of the following: mechanical enclosures, textiles, leather, castings, plastic parts, injection molding, tooling, jigs, fixtures, or high volume quality manufacturing engineering (e.g. Automotive, Consumer Electronics, Medical Devices, Etc)  

  

**Minimum Qualifications**  

  

5\+ years of experience in engineering, manufacturing or Quality Control.  

  

BS in mechanical engineer, MS preferred"",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $128,400 and $236,700, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,128400.0,236700.0,yearly
Manufacturing Quality Engineer,Apple,"Boulder, CO, US",https://www.indeed.com/viewjob?jk=3cda8ecf1dbda18f,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just create products \- they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry\-leading environmental efforts. Join Apple, and help us leave the world better than we found it.  

  

At Apple, a Mechanical Quality Engineer defines product cosmetic specifications and manufacturing quality control methods. In this highly visible role, you will have the opportunity to make a significant impact on Apple Products, and leave a footprint for years to come. We have an opportunity for an accomplished quality engineer to lead development, and ramp for a next generation Apple product. Our quality engineering team enables the mass creation of impossible products. We work in tandem with Apple's renowned designers to develop measurement technologies, control strategies, information systems, and manufacturing methods that achieve visionary specifications at massive production scale. We manage a network of supplier factories worldwide, with responsibility for our partners' delivery to aggressive schedules. Our focus is on elegant execution of extraordinary industrial designs, resulting in products that thrill our customers.  

  

**Description**  

  

In this highly visible role, you will have the opportunity to make a significant impact on Products and leave a footprint for years to come. We have an opportunity for an accomplished quality engineer to lead development, and ramp for a next generation product. Our quality engineering team enables the mass creation of impossible products as a partner in the development of renowned designs. Key responsibilities will include:  

  

Partner with multi\-functional teams to evaluate design and processes at the concept phase  

  

Develop measurement technologies, control strategies, information systems, and manufacturing methods that achieve ambitious specifications at massive production scale  

  

Develop and implement cutting edge quality inspection tools to evaluate cosmetic and dimensional part characteristics  

  

Compile and evaluate data to figure out appropriate limits and variables for process and part specifications  

  

Lead activities to balance unparalleled quality with scalable yields  

  

Work with internal and external groups to ensure that proper definition of quality expectations and that appropriate assurance techniques are used for the product  

  

Coordinate all Quality Engineering functions for a program, serving as project manager to lead efforts at supplier locations  

  

Establish audit procedures appropriate to program and supplier to ensure consistency to quality standards  

  

Evaluate and communicate yields of new and existing processes  

  

Drive corrective actions multi\-functionally with internal and external team members  

  

Present quality readiness, performance, and path to closure on challenges to cross functional and executive audiences  

  

Travel internationally to supplier sites \- 25%  

  

**Preferred Qualifications**  

  

Experience developing process quality plans, supplier quality audits, and driving corrective actions and failure analysis efforts.  

  

Working knowledge of mechanical quality and reliability concepts, supplier management, and general manufacturing operations.  

  

Experience with the development and evaluation of measurement systems  

  

Project management experience and an understanding of problem solving tools including design of experiments, root cause analysis and statistical analytical tools  

  

Experience with any of the following: mechanical enclosures, textiles, leather, castings, plastic parts, injection molding, tooling, jigs, fixtures, or high volume quality manufacturing engineering (e.g. Automotive, Consumer Electronics, Medical Devices, Etc)  

  

**Minimum Qualifications**  

  

5\+ years of experience in engineering, manufacturing or Quality Control.  

  

BS in mechanical engineer, MS preferred"",""internalDetails"":null  

  

**Pay \& Benefits**  

  

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $128,400 and $236,700, and your base pay will depend on your skills, qualifications, experience, and location.  

  

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses \- including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits  

  

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",2026-05-10,,False,128400.0,236700.0,yearly
